Symbol	GeneID	log2FoldChange	padj	pvalue	EnsemblGeneID
IQCK	124152	-4.6950193	6.75e-28	8.21e-29	ENSG00000174628
MYH9	4627	2.0429809	6.79e-28	8.26e-29	ENSG00000100345
RNASEH1	246243	1.5187672	6.86e-28	8.35e-29	ENSG00000171865
ATP5PB	515	-1.1929841	6.89e-28	8.39e-29	ENSG00000116459
NRAS	4893	-1.3767261	7.03e-28	8.57e-29	ENSG00000213281
PGS1	9489	1.3462453	7.09e-28	8.64e-29	ENSG00000087157
CPNE3	8895	-2.1150229	7.35e-28	8.96e-29	ENSG00000085719
ARMC7	79637	1.6297314	7.51e-28	9.17e-29	ENSG00000125449
GALC	2581	-2.3326355	7.55e-28	9.22e-29	ENSG00000054983
C12orf4	57102	-7.3600487	7.68e-28	9.39e-29	ENSG00000047621
IGFBP4	3487	-1.8667857	8.28e-28	1.01e-28	ENSG00000141753
SPEN	23013	1.4133794	8.43e-28	1.03e-28	ENSG00000065526
GLRX5	51218	-1.3611311	8.44e-28	1.03e-28	ENSG00000182512
GK5	256356	-6.6332234	8.85e-28	1.08e-28	ENSG00000175066
MYO9A	4649	1.2402732	8.89e-28	1.09e-28	ENSG00000066933
BST1	683	-6.5609826	9.02e-28	1.11e-28	ENSG00000109743
HDHD3	81932	-2.7168077	9.13e-28	1.12e-28	ENSG00000119431
WDR24	84219	-1.7620178	9.21e-28	1.13e-28	ENSG00000127580
COL27A1	85301	1.8917659	9.38e-28	1.15e-28	ENSG00000196739
RABGGTA	5875	1.1180261	9.77e-28	1.2e-28	ENSG00000100949
ZFP30	22835	1.6462764	9.77e-28	1.2e-28	ENSG00000120784
RPL35	11224	-1.1128853	1.1e-27	1.36e-28	ENSG00000136942
DFFB	1677	-1.7964069	1.11e-27	1.37e-28	ENSG00000169598
TNPO2	30000	-1.590307	1.16e-27	1.44e-28	ENSG00000105576
LAMP1	3916	-2.2142367	1.21e-27	1.5e-28	ENSG00000185896
TRIM66	9866	1.8169165	1.22e-27	1.51e-28	ENSG00000166436
C2orf69	205327	-3.0200855	1.26e-27	1.56e-28	ENSG00000178074
SAR1A	56681	-1.145058	1.32e-27	1.63e-28	ENSG00000079332
CFAP97	57587	1.5565135	1.35e-27	1.67e-28	ENSG00000164323
PNPLA4	8228	-5.5774667	1.37e-27	1.7e-28	ENSG00000006757
AKR7A3	22977	2.3920956	1.38e-27	1.71e-28	ENSG00000162482
SZT2	23334	-2.1684565	1.55e-27	1.92e-28	ENSG00000198198
TUBB4B	10383	-3.6858582	1.62e-27	2.01e-28	ENSG00000188229
FAF2	23197	-4.6619766	1.64e-27	2.04e-28	ENSG00000113194
ZNF354B	117608	-5.183032	1.68e-27	2.09e-28	ENSG00000178338
PER3	8863	-3.0622136	1.78e-27	2.22e-28	ENSG00000049246
KRT10	3858	2.8916015	1.99e-27	2.49e-28	ENSG00000186395
GABPB1	2553	1.7443286	2.03e-27	2.53e-28	ENSG00000104064
SYNCRIP	10492	1.5937041	2.07e-27	2.58e-28	ENSG00000135316
BTBD10	84280	1.1730364	2.13e-27	2.67e-28	ENSG00000148925
TMEM185B	79134	-3.3126531	2.17e-27	2.72e-28	ENSG00000226479
CCT3	7203	-1.8963845	2.25e-27	2.81e-28	ENSG00000163468
PNPLA2	57104	1.3738989	2.26e-27	2.83e-28	ENSG00000177666
CCDC71L	168455	-3.5225862	2.27e-27	2.85e-28	ENSG00000253276
LBR	3930	1.4613792	2.28e-27	2.86e-28	ENSG00000143815
SLC52A2	79581	-1.6659775	2.37e-27	2.97e-28	ENSG00000185803
PDRG1	81572	-2.4483192	2.43e-27	3.05e-28	ENSG00000088356
DSTYK	25778	1.2996631	2.48e-27	3.12e-28	ENSG00000133059
SLC9A6	10479	1.7419931	2.67e-27	3.35e-28	ENSG00000198689
WARS2	10352	1.4634385	2.69e-27	3.38e-28	ENSG00000116874
KDM6A	7403	-5.5343677	2.72e-27	3.43e-28	ENSG00000147050
GOLM1	51280	2.0535851	2.78e-27	3.5e-28	ENSG00000135052
KDM4A	9682	-1.4575162	3.05e-27	3.84e-28	ENSG00000066135
DLD	1738	-2.0000847	3.09e-27	3.9e-28	ENSG00000091140
ANKHD1	54882	1.1960045	3.12e-27	3.94e-28	ENSG00000131503
ZCRB1	85437	-2.6745603	3.16e-27	3.99e-28	ENSG00000139168
RBBP9	10741	1.212104	3.19e-27	4.03e-28	ENSG00000089050
RPL34	6164	-3.7614866	3.23e-27	4.09e-28	ENSG00000109475
MARCHF7	64844	-2.2411084	3.56e-27	4.51e-28	ENSG00000136536
CRYZL1	9946	-1.4421537	3.83e-27	4.86e-28	ENSG00000205758
POLR1H	30834	-1.6218929	3.94e-27	5e-28	ENSG00000066379
NUDT9	53343	-2.2441933	4e-27	5.08e-28	ENSG00000170502
PKD2	5311	-2.1646153	4.1e-27	5.21e-28	ENSG00000118762
ACYP2	98	-1.902319	4.26e-27	5.42e-28	ENSG00000170634
SNX9	51429	-2.127426	4.31e-27	5.48e-28	ENSG00000130340
SRBD1	55133	1.0843713	4.4e-27	5.6e-28	ENSG00000068784
TGFB1I1	7041	1.5172599	4.98e-27	6.34e-28	ENSG00000140682
MCRS1	10445	-2.6846195	5.53e-27	7.05e-28	ENSG00000187778
RRAS	6237	-3.1449419	5.53e-27	7.05e-28	ENSG00000126458
ULK2	9706	1.2173084	5.7e-27	7.27e-28	ENSG00000083290
CEBPB	1051	-7.4651242	5.93e-27	7.57e-28	ENSG00000172216
MFSD11	79157	-1.3706457	6.19e-27	7.9e-28	ENSG00000092931
NID2	22795	-3.9210893	6.39e-27	8.17e-28	ENSG00000087303
ZMYM3	9203	1.5013111	6.81e-27	8.71e-28	ENSG00000147130
SELENOS	55829	-4.9698591	6.91e-27	8.84e-28	ENSG00000131871
MTR	4548	1.1211723	6.96e-27	8.91e-28	ENSG00000116984
LYRM4	57128	-3.0327612	6.98e-27	8.94e-28	ENSG00000214113
FASTKD1	79675	-4.5230652	7.28e-27	9.33e-28	ENSG00000138399
MECR	51102	-1.8213887	7.82e-27	1e-27	ENSG00000116353
LACC1	144811	-4.6944525	7.82e-27	1e-27	ENSG00000179630
CENPQ	55166	-5.7852544	8.23e-27	1.06e-27	ENSG00000031691
EPSTI1	94240	-4.1033674	8.41e-27	1.08e-27	ENSG00000133106
RNF13	11342	-1.3800143	8.54e-27	1.1e-27	ENSG00000082996
DDX39B	7919	-2.1002438	8.54e-27	1.1e-27	ENSG00000198563
OSBPL1A	114876	-2.2982109	8.67e-27	1.12e-27	ENSG00000141447
GTPBP4	23560	-1.5047115	8.71e-27	1.12e-27	ENSG00000107937
IWS1	55677	-1.5758207	9.06e-27	1.17e-27	ENSG00000163166
ACOX3	8310	1.2575411	9.28e-27	1.2e-27	ENSG00000087008
BRMS1L	84312	-3.0207059	9.35e-27	1.21e-27	ENSG00000100916
VPS37B	79720	-1.4209869	9.49e-27	1.23e-27	ENSG00000139722
BSDC1	55108	-1.6773989	9.62e-27	1.24e-27	ENSG00000160058
COX8A	1351	-1.9496037	9.92e-27	1.28e-27	ENSG00000176340
TMEM35B	100506144	-1.7015905	1e-26	1.3e-27	ENSG00000243749
ANXA7	310	1.6549233	1.09e-26	1.41e-27	ENSG00000138279
GET1	7485	1.7159115	1.09e-26	1.41e-27	ENSG00000182093
CREB3L1	90993	-2.2741724	1.1e-26	1.42e-27	ENSG00000157613
ARID2	196528	1.1898313	1.12e-26	1.45e-27	ENSG00000189079
BCL9	607	-5.8042472	1.13e-26	1.47e-27	ENSG00000116128
VPS72	6944	1.4279962	1.16e-26	1.51e-27	ENSG00000163159
CLASP1	23332	1.7335768	1.16e-26	1.51e-27	ENSG00000074054
PABIR2	159090	1.7010405	1.17e-26	1.52e-27	ENSG00000156504
FBXW4	6468	1.5274644	1.24e-26	1.62e-27	ENSG00000107829
MTA3	57504	-1.5965983	1.26e-26	1.64e-27	ENSG00000057935
GLG1	2734	2.3523285	1.28e-26	1.67e-27	ENSG00000090863
CHKB	1120	-2.5290646	1.34e-26	1.75e-27	ENSG00000100288
GNL2	29889	-1.5564386	1.37e-26	1.79e-27	ENSG00000134697
GMFB	2764	-2.6587668	1.37e-26	1.79e-27	ENSG00000197045
CARF	79800	-4.646675	1.38e-26	1.8e-27	ENSG00000138380
PMF1	11243	1.2659912	1.65e-26	2.17e-27	ENSG00000160783
FEM1C	56929	-2.0834603	1.89e-26	2.47e-27	ENSG00000145780
TIMELESS	8914	-4.6458833	1.95e-26	2.55e-27	ENSG00000111602
MED17	9440	1.278809	1.97e-26	2.59e-27	ENSG00000042429
DNAAF10	116143	-3.1950688	2.03e-26	2.66e-27	ENSG00000243667
SNRK	54861	-2.2193278	2.03e-26	2.67e-27	ENSG00000163788
GATAD2B	57459	-1.1282717	2.09e-26	2.74e-27	ENSG00000143614
YWHAB	7529	-1.4619729	2.23e-26	2.93e-27	ENSG00000166913
SYMPK	8189	1.3922451	2.46e-26	3.23e-27	ENSG00000125755
BLOC1S4	55330	2.3485332	2.49e-26	3.27e-27	ENSG00000186222
DYNC1LI2	1783	1.015476	2.5e-26	3.29e-27	ENSG00000135720
ZNF570	148268	-3.4433381	2.5e-26	3.29e-27	ENSG00000171827
RBIS	401466	-2.2648722	2.62e-26	3.46e-27	ENSG00000176731
CMTM3	123920	1.830719	2.68e-26	3.54e-27	ENSG00000140931
SDHAF1	644096	-2.2691049	2.89e-26	3.81e-27	ENSG00000205138
RBM25	58517	1.208305	2.91e-26	3.85e-27	ENSG00000119707
SNPH	9751	1.8813776	2.98e-26	3.94e-27	ENSG00000101298
NHEJ1	79840	-4.9270515	2.99e-26	3.96e-27	ENSG00000187736
RHBDF2	79651	-2.2639286	3.01e-26	3.98e-27	ENSG00000129667
FASTKD3	79072	-2.0759893	3.02e-26	4.01e-27	ENSG00000124279
DROSHA	29102	1.3416454	3.06e-26	4.06e-27	ENSG00000113360
CNBP	7555	-1.2738198	3.22e-26	4.27e-27	ENSG00000169714
TMEM63B	55362	1.5451953	3.23e-26	4.29e-27	ENSG00000137216
DECR1	1666	-3.1265398	3.4e-26	4.52e-27	ENSG00000104325
TUBG2	27175	1.5720268	3.45e-26	4.59e-27	ENSG00000037042
LIMK2	3985	-2.5233357	3.71e-26	4.94e-27	ENSG00000182541
PAFAH1B2	5049	-1.5759802	3.79e-26	5.05e-27	ENSG00000168092
VANGL1	81839	1.8825112	3.83e-26	5.1e-27	ENSG00000173218
COL16A1	1307	-2.0031668	3.88e-26	5.17e-27	ENSG00000084636
CCDC137	339230	-4.5280696	3.95e-26	5.28e-27	ENSG00000185298
TMX4	56255	-1.6496844	4.01e-26	5.35e-27	ENSG00000125827
TMEM38B	55151	-3.2627111	4.06e-26	5.42e-27	ENSG00000095209
GTF3C1	2975	-1.5862425	4.13e-26	5.52e-27	ENSG00000077235
SLX4IP	128710	1.401186	4.37e-26	5.84e-27	ENSG00000149346
KRBOX5	124411	-4.9315957	4.42e-26	5.91e-27	ENSG00000197302
CDKN2AIPNL	91368	-2.0766685	4.49e-26	6.02e-27	ENSG00000237190
EXOC6B	23233	1.1795249	4.59e-26	6.15e-27	ENSG00000144036
MARS1	4141	-2.3947986	4.73e-26	6.34e-27	ENSG00000166986
SETD1A	9739	1.5250352	4.91e-26	6.59e-27	ENSG00000099381
GRK5	2869	-1.7015554	5.03e-26	6.75e-27	ENSG00000198873
ADGRE5	976	-2.259488	5.05e-26	6.78e-27	ENSG00000123146
CREB1	1385	-1.6805568	5.13e-26	6.89e-27	ENSG00000118260
PPHLN1	51535	1.3643874	5.27e-26	7.08e-27	ENSG00000134283
CCNJ	54619	-2.6328593	5.55e-26	7.46e-27	ENSG00000107443
ATP6V1E1	529	-1.4555968	6.04e-26	8.13e-27	ENSG00000131100
NRM	11270	4.1062511	6.06e-26	8.16e-27	ENSG00000137404
CLSTN3	9746	1.7037466	7.15e-26	9.64e-27	ENSG00000139182
GIN1	54826	-5.2170902	7.24e-26	9.76e-27	ENSG00000145723
PAQR3	152559	-3.1334411	7.26e-26	9.79e-27	ENSG00000163291
SCAMP2	10066	1.750175	7.52e-26	1.01e-26	ENSG00000140497
ECM1	1893	2.2158067	8.29e-26	1.12e-26	ENSG00000143369
CDKL1	8814	2.3574948	8.68e-26	1.17e-26	ENSG00000100490
VAPB	9217	-1.4552832	8.81e-26	1.19e-26	ENSG00000124164
ZRANB3	84083	1.8295059	8.94e-26	1.21e-26	ENSG00000121988
MMAB	326625	-3.6790958	8.97e-26	1.21e-26	ENSG00000139428
BCL7B	9275	-1.3005459	9.37e-26	1.27e-26	ENSG00000106635
EIF2S3B	255308	2.1192577	9.76e-26	1.32e-26	ENSG00000180574
KLHL8	57563	-3.0441296	9.94e-26	1.35e-26	ENSG00000145332
EIF2S3	1968	1.8345823	9.99e-26	1.36e-26	ENSG00000130741
ZNF33B	7582	1.9781625	1.01e-25	1.37e-26	ENSG00000196693
ANKRD49	54851	-5.3071375	1.03e-25	1.4e-26	ENSG00000168876
RETSAT	54884	-1.6458586	1.07e-25	1.46e-26	ENSG00000042445
DCP2	167227	-1.9103685	1.09e-25	1.48e-26	ENSG00000172795
NAGA	4668	1.4987706	1.15e-25	1.56e-26	ENSG00000198951
PIGS	94005	-1.8035415	1.16e-25	1.58e-26	ENSG00000087111
SNRNP27	11017	-6.1462724	1.17e-25	1.59e-26	ENSG00000124380
PRKAA1	5562	1.5151319	1.17e-25	1.59e-26	ENSG00000132356
MTAP	4507	-3.4388802	1.25e-25	1.71e-26	ENSG00000099810
ESCO1	114799	-4.4505474	1.28e-25	1.74e-26	ENSG00000141446
ZNF155	7711	1.6370535	1.32e-25	1.8e-26	ENSG00000204920
HNRNPH3	3189	-2.2924258	1.42e-25	1.94e-26	ENSG00000096746
SMIM10	644538	-6.583367	1.57e-25	2.15e-26	ENSG00000184785
THOC6	79228	-1.2074802	1.63e-25	2.23e-26	ENSG00000131652
MTERF3	51001	-3.3877286	1.68e-25	2.3e-26	ENSG00000156469
SECISBP2	79048	-6.5454242	1.7e-25	2.33e-26	ENSG00000187742
HNRNPA0	10949	-1.9142178	1.73e-25	2.37e-26	ENSG00000177733
MYNN	55892	1.1726265	1.74e-25	2.39e-26	ENSG00000085274
ACO1	48	-1.6754678	1.95e-25	2.68e-26	ENSG00000122729
NOL9	79707	1.1913752	2.01e-25	2.76e-26	ENSG00000162408
ZFAT	57623	-3.1669037	2.01e-25	2.76e-26	ENSG00000066827
SLC25A13	10165	-4.749821	2.09e-25	2.88e-26	ENSG00000004864
XPA	7507	1.5998812	2.1e-25	2.88e-26	ENSG00000136936
ZNF829	374899	1.6439208	2.11e-25	2.91e-26	ENSG00000185869
BCAT2	587	-2.1853366	2.15e-25	2.96e-26	ENSG00000105552
EXOSC4	54512	1.3900848	2.18e-25	3.01e-26	ENSG00000178896
CNOT10	25904	-3.0331065	2.21e-25	3.06e-26	ENSG00000182973
TOM1	10043	-1.3115644	2.21e-25	3.06e-26	ENSG00000100284
RRM1	6240	-2.7276983	2.22e-25	3.07e-26	ENSG00000167325
ADCY3	109	-1.5557796	2.29e-25	3.16e-26	ENSG00000138031
CHID1	66005	1.0381622	2.33e-25	3.23e-26	ENSG00000177830
WDR45	11152	-6.9441928	2.51e-25	3.47e-26	ENSG00000196998
LTV1	84946	-1.93834	2.51e-25	3.48e-26	ENSG00000135521
TPD52L1	7164	-7.6312832	2.54e-25	3.52e-26	ENSG00000111907
ATPAF2	91647	1.6055789	2.58e-25	3.58e-26	ENSG00000171953
KPNA1	3836	-1.1677156	2.73e-25	3.79e-26	ENSG00000114030
DHX16	8449	2.2168613	2.78e-25	3.86e-26	ENSG00000204560
MCCC2	64087	1.0572082	2.79e-25	3.88e-26	ENSG00000131844
ITPR2	3709	2.0463926	2.79e-25	3.88e-26	ENSG00000123104
CTNS	1497	-2.8231456	2.85e-25	3.97e-26	ENSG00000040531
PHF3	23469	1.611154	2.85e-25	3.97e-26	ENSG00000118482
HAUS4	54930	-2.3706103	2.95e-25	4.11e-26	ENSG00000092036
RNF10	9921	-1.9141667	2.98e-25	4.16e-26	ENSG00000022840
NR2F6	2063	-1.8581186	3.02e-25	4.22e-26	ENSG00000160113
GGPS1	9453	-2.4202149	3.13e-25	4.37e-26	ENSG00000152904
YES1	7525	1.2505812	3.16e-25	4.42e-26	ENSG00000176105
HDAC7	51564	1.2331937	3.23e-25	4.51e-26	ENSG00000061273
ZNF250	58500	-4.0267225	3.26e-25	4.56e-26	ENSG00000196150
FUCA1	2517	-3.3849197	3.37e-25	4.71e-26	ENSG00000179163
TUT7	79670	-6.522367	4.18e-25	5.85e-26	ENSG00000083223
PPIP5K2	23262	-2.2967134	4.27e-25	5.99e-26	ENSG00000145725
EPB41L1	2036	-1.9654986	4.39e-25	6.15e-26	ENSG00000088367
BAG1	573	-2.0712704	4.5e-25	6.31e-26	ENSG00000107262
NLGN2	57555	1.5349667	4.57e-25	6.42e-26	ENSG00000169992
TIPARP	25976	-2.622954	4.61e-25	6.48e-26	ENSG00000163659
PXMP4	11264	1.6690437	4.82e-25	6.78e-26	ENSG00000101417
ZC3H12C	85463	1.686944	4.85e-25	6.82e-26	ENSG00000149289
NGRN	51335	-1.3565008	4.88e-25	6.87e-26	ENSG00000182768
FAM76A	199870	1.2658855	4.96e-25	6.98e-26	ENSG00000009780
TSEN2	80746	-3.3968059	5.01e-25	7.05e-26	ENSG00000154743
USP54	159195	-2.5089827	5.07e-25	7.14e-26	ENSG00000166348
STK11	6794	-1.3260922	5.17e-25	7.3e-26	ENSG00000118046
RUFY2	55680	-2.2805662	5.76e-25	8.13e-26	ENSG00000204130
SSBP4	170463	-2.9278518	5.85e-25	8.26e-26	ENSG00000130511
BANP	54971	-2.5772933	5.88e-25	8.31e-26	ENSG00000172530
TEPSIN	146705	1.1573231	6.11e-25	8.63e-26	ENSG00000167302
VPS13B	157680	1.5772539	6.14e-25	8.68e-26	ENSG00000132549
TMEM106A	113277	-4.260443	6.15e-25	8.7e-26	ENSG00000184988
GPBP1L1	60313	1.1914635	6.27e-25	8.87e-26	ENSG00000159592
TAOK1	57551	-1.6426327	6.58e-25	9.32e-26	ENSG00000160551
RAI1	10743	-1.5539727	6.6e-25	9.35e-26	ENSG00000108557
TCEAL8	90843	-2.6612138	6.72e-25	9.53e-26	ENSG00000180964
TRAPPC11	60684	-6.8328096	6.78e-25	9.62e-26	ENSG00000168538
VSIG10	54621	-2.5757517	6.83e-25	9.71e-26	ENSG00000176834
PPP1R21	129285	1.6528575	7.13e-25	1.01e-25	ENSG00000162869
SLC4A1AP	22950	1.3664264	7.19e-25	1.02e-25	ENSG00000163798
AP4M1	9179	-5.5542025	7.2e-25	1.02e-25	ENSG00000221838
ATP11B	23200	1.3863832	7.3e-25	1.04e-25	ENSG00000058063
RNF187	149603	-1.6627319	7.56e-25	1.08e-25	ENSG00000168159
PANK4	55229	1.4079467	7.94e-25	1.13e-25	ENSG00000157881
PNRC2	55629	1.3728603	8.06e-25	1.15e-25	ENSG00000189266
HSD17B11	51170	-1.7073576	8.11e-25	1.16e-25	ENSG00000198189
MOCS1	4337	-5.5787177	8.75e-25	1.25e-25	ENSG00000124615
CCDC57	284001	1.5577576	8.85e-25	1.26e-25	ENSG00000176155
TCERG1	10915	1.9901903	9.11e-25	1.3e-25	ENSG00000113649
PRMT9	90826	-3.6322619	9.33e-25	1.34e-25	ENSG00000164169
SGTB	54557	-1.5588922	9.69e-25	1.39e-25	ENSG00000197860
CGAS	115004	-3.652878	1e-24	1.44e-25	ENSG00000164430
XG	7499	-4.1618118	1.07e-24	1.53e-25	ENSG00000124343
IFT122	55764	1.1916816	1.08e-24	1.55e-25	ENSG00000163913
UBA6	55236	-3.0901727	1.08e-24	1.55e-25	ENSG00000033178
NPR2	4882	1.1629142	1.22e-24	1.76e-25	ENSG00000159899
BCL2L13	23786	1.7435371	1.24e-24	1.78e-25	ENSG00000099968
E2F4	1874	-1.636932	1.25e-24	1.8e-25	ENSG00000205250
HNRNPH1	3187	-2.9893989	1.27e-24	1.82e-25	ENSG00000169045
TMOD3	29766	-1.109494	1.35e-24	1.94e-25	ENSG00000138594
PEX10	5192	1.3785244	1.36e-24	1.95e-25	ENSG00000157911
CCDC18	343099	-5.0534375	1.37e-24	1.97e-25	ENSG00000122483
SMYD3	64754	-3.8895483	1.4e-24	2.02e-25	ENSG00000185420
MBLAC2	153364	1.9407066	1.43e-24	2.06e-25	ENSG00000176055
APLP2	334	-2.835201	1.43e-24	2.07e-25	ENSG00000084234
MRPL28	10573	-1.485791	1.45e-24	2.1e-25	ENSG00000086504
C11orf96	387763	-7.5129946	1.46e-24	2.11e-25	ENSG00000187479
IKBIP	121457	-2.3251689	1.49e-24	2.15e-25	ENSG00000166130
ALG14	199857	-1.8007761	1.51e-24	2.18e-25	ENSG00000172339
WDR33	55339	1.0170987	1.51e-24	2.18e-25	ENSG00000136709
MACO1	55219	1.2024601	1.51e-24	2.19e-25	ENSG00000204178
EIF3K	27335	1.6155841	1.53e-24	2.21e-25	ENSG00000178982
PMF1-BGLAP	100527963	1.1320648	1.53e-24	2.22e-25	ENSG00000260238
RPAP1	26015	-1.6186952	1.6e-24	2.32e-25	ENSG00000103932
ZNF596	169270	1.6303193	1.66e-24	2.41e-25	ENSG00000172748
ZNF669	79862	1.6142369	1.66e-24	2.41e-25	ENSG00000188295
ZNF765	91661	1.4380796	1.7e-24	2.47e-25	ENSG00000196417
ADNP	23394	-3.3095789	1.7e-24	2.48e-25	ENSG00000101126
HOMER1	9456	-2.3192591	1.76e-24	2.55e-25	ENSG00000152413
SRD5A3	79644	-1.7744044	1.81e-24	2.64e-25	ENSG00000128039
ZNF92	168374	-4.8502428	1.84e-24	2.68e-25	ENSG00000146757
DNPH1	10591	2.4769276	1.86e-24	2.72e-25	ENSG00000112667
MMGT1	93380	-2.0028096	1.92e-24	2.79e-25	ENSG00000169446
WASHC1	100287171	1.3231458	1.93e-24	2.82e-25	ENSG00000181404
NCBP1	4686	1.1735239	1.99e-24	2.91e-25	ENSG00000136937
CLBA1	122616	-3.0169046	2.06e-24	3.01e-25	ENSG00000140104
NAPG	8774	1.3117544	2.09e-24	3.06e-25	ENSG00000134265
UBE2E1	7324	1.0795422	2.21e-24	3.24e-25	ENSG00000170142
GTF3C3	9330	-1.316595	2.25e-24	3.29e-25	ENSG00000119041
SNTB2	6645	1.5615223	2.32e-24	3.4e-25	ENSG00000168807
SNRPD1	6632	-1.7306622	2.33e-24	3.41e-25	ENSG00000167088
ZSCAN2	54993	-3.6931866	2.45e-24	3.6e-25	ENSG00000176371
EEIG1	399665	-1.8318674	2.48e-24	3.64e-25	ENSG00000167106
SEPTIN11	55752	-1.8255674	2.53e-24	3.71e-25	ENSG00000138758
LRRC42	115353	-1.3065851	2.54e-24	3.74e-25	ENSG00000116212
MKS1	54903	1.1325665	2.67e-24	3.93e-25	ENSG00000011143
SLF1	84250	-5.5801709	2.69e-24	3.96e-25	ENSG00000133302
ANKRD11	29123	1.9711318	2.7e-24	3.97e-25	ENSG00000167522
ZNF256	10172	1.52822	2.77e-24	4.08e-25	ENSG00000152454
SIPA1L1	26037	-2.1511531	2.77e-24	4.09e-25	ENSG00000197555
TRMT61B	55006	-3.8451023	2.81e-24	4.15e-25	ENSG00000171103
RBM27	54439	1.3668443	2.93e-24	4.32e-25	ENSG00000091009
CTTN	2017	1.2510347	2.93e-24	4.33e-25	ENSG00000085733
DNAJC3	5611	-2.3584481	2.93e-24	4.32e-25	ENSG00000102580
IFNGR1	3459	-2.1694374	2.94e-24	4.34e-25	ENSG00000027697
CHMP3	51652	-1.9539558	2.94e-24	4.35e-25	ENSG00000115561
STAG2	10735	-3.4977327	2.98e-24	4.4e-25	ENSG00000101972
TMEM30A	55754	1.0517676	3e-24	4.44e-25	ENSG00000112697
ACAD11	84129	1.8345402	3.09e-24	4.58e-25	ENSG00000240303
METTL8	79828	-1.780529	3.28e-24	4.87e-25	ENSG00000123600
SUCLA2	8803	-4.044518	3.52e-24	5.23e-25	ENSG00000136143
PRPF4B	8899	1.2233546	3.57e-24	5.29e-25	ENSG00000112739
TMEM80	283232	-2.4722965	3.68e-24	5.46e-25	ENSG00000177042
PCMTD1	115294	1.6585638	3.86e-24	5.74e-25	ENSG00000168300
RABL2A	11159	1.58456	3.88e-24	5.77e-25	ENSG00000144134
TBX5	6910	-4.5685708	3.92e-24	5.83e-25	ENSG00000089225
ATG2A	23130	1.0877837	4.01e-24	5.97e-25	ENSG00000110046
SP4	6671	-2.7102864	4.15e-24	6.18e-25	ENSG00000105866
TCIRG1	10312	1.6171213	4.2e-24	6.25e-25	ENSG00000110719
MED10	84246	2.3036659	4.24e-24	6.32e-25	ENSG00000133398
PHACTR4	65979	1.6711701	4.3e-24	6.42e-25	ENSG00000204138
MPHOSPH10	10199	1.2995906	4.38e-24	6.54e-25	ENSG00000124383
ZFYVE26	23503	1.3291678	4.44e-24	6.64e-25	ENSG00000072121
GALNT7	51809	-2.1671361	4.54e-24	6.79e-25	ENSG00000109586
GPATCH1	55094	1.9503524	4.59e-24	6.85e-25	ENSG00000076650
TMEM237	65062	-2.1669734	4.64e-24	6.94e-25	ENSG00000155755
TMEM199	147007	1.3653474	4.64e-24	6.95e-25	ENSG00000244045
GFPT2	9945	-2.3577484	4.85e-24	7.26e-25	ENSG00000131459
PBX3	5090	-2.5916436	4.93e-24	7.39e-25	ENSG00000167081
SIAE	54414	1.3273672	5.11e-24	7.66e-25	ENSG00000110013
ZNF529	57711	-2.4739117	5.37e-24	8.06e-25	ENSG00000186020
MAP3K4	4216	-6.4083929	5.48e-24	8.23e-25	ENSG00000085511
YIF1A	10897	1.3690771	5.77e-24	8.66e-25	ENSG00000174851
EXOG	9941	1.1523304	6.03e-24	9.07e-25	ENSG00000157036
FADS1	3992	-2.9275087	6.17e-24	9.28e-25	ENSG00000149485
TM9SF4	9777	1.2368805	6.23e-24	9.38e-25	ENSG00000101337
BAG6	7917	1.5897796	6.84e-24	1.03e-24	ENSG00000204463
MIB2	142678	1.521368	7.55e-24	1.14e-24	ENSG00000197530
XRCC6	2547	-1.4551403	7.73e-24	1.16e-24	ENSG00000196419
ACAD8	27034	-1.7308494	7.74e-24	1.17e-24	ENSG00000151498
TRAP1	10131	1.2082826	7.87e-24	1.19e-24	ENSG00000126602
MRTFA	57591	2.22377	7.99e-24	1.21e-24	ENSG00000196588
CLDN12	9069	1.5918373	8.24e-24	1.25e-24	ENSG00000157224
RMND1	55005	-2.0188866	8.36e-24	1.26e-24	ENSG00000155906
PEX19	5824	-2.1230333	8.38e-24	1.27e-24	ENSG00000162735
UGP2	7360	-1.4648393	8.64e-24	1.31e-24	ENSG00000169764
DHX35	60625	1.8600005	9.03e-24	1.37e-24	ENSG00000101452
NADK2	133686	-1.9989749	9.12e-24	1.38e-24	ENSG00000152620
NDUFS2	4720	-1.2438227	9.35e-24	1.42e-24	ENSG00000158864
SLC17A5	26503	-1.71501	9.47e-24	1.44e-24	ENSG00000119899
GAPVD1	26130	-1.6636489	9.94e-24	1.51e-24	ENSG00000165219
SDHAF2	54949	-1.9481288	1.01e-23	1.53e-24	ENSG00000167985
STX12	23673	-3.2836423	1.01e-23	1.54e-24	ENSG00000117758
MICAL3	57553	1.7029802	1.03e-23	1.57e-24	ENSG00000243156
ADGRL4	64123	-5.2316384	1.05e-23	1.6e-24	ENSG00000162618
IFFO1	25900	1.7976831	1.06e-23	1.61e-24	ENSG00000010295
BLTP3B	23074	1.2595989	1.08e-23	1.64e-24	ENSG00000111647
TATDN1	83940	1.5025829	1.16e-23	1.76e-24	ENSG00000147687
WRN	7486	1.1277335	1.16e-23	1.77e-24	ENSG00000165392
MGST1	4257	-2.8467244	1.21e-23	1.84e-24	ENSG00000008394
